perc,test_r,test_br,test_e,test_be,diff_r,diff_e,sum_diff
90.0,0.5270414838759332,0.6683579619795272,0.7893479643765904,0.7554802798982189,-0.14131647810359405,0.03386768447837152,-0.10744879362522253
88.0,0.5241149080273994,0.6649638266759024,0.7857601781170482,0.7719274809160304,-0.14084891864850302,0.013832697201017874,-0.12701622144748514
86.0,0.5207207727237744,0.6696451935657664,0.785632951653944,0.7639758269720102,-0.14892442084199198,0.021657124681933815,-0.12726729616005816
84.0,0.525519510505657,0.6574694066035558,0.7929707379134859,0.7588835877862594,-0.13194989609789876,0.03408715012722652,-0.09786274597067224
82.0,0.5145135842376665,0.6751500808127453,0.7838613231552163,0.7524363867684477,-0.16063649657507884,0.031424936386768576,-0.12921156018831026
