perc,test_r,test_br,test_e,test_be,diff_r,diff_e,sum_diff
90.0,0.5,0.7808022420739184,0.8533490997863898,0.8342310039670432,-0.28080224207391835,0.019118095819346648,-0.2616841462545717
88.0,0.5,0.7474689087405852,0.8575513681212492,0.8364993388261622,-0.24746890874058525,0.021052029295086983,-0.22641687944549826
86.0,0.5,0.771063233490979,0.8504793510324484,0.8399476146882311,-0.27106323349097905,0.010531736344217335,-0.2605314971467617
84.0,0.5,0.7771939043615343,0.8617994100294986,0.8423977723527617,-0.27719390436153435,0.01940163767673686,-0.2577922666847975
82.0,0.5,0.7774829217025747,0.8569957277998167,0.837792442274438,-0.2774829217025747,0.019203285525378644,-0.25827963617719607
