perc,test_r,test_br,test_e,test_be,diff_r,diff_e,sum_diff
90.0,0.8536185567010308,0.8815618556701029,0.8399537037037037,0.83625,-0.027943298969072106,0.0037037037037036535,-0.024239595265368452
88.0,0.843340206185567,0.8823917525773195,0.8435648148148148,0.8361574074074074,-0.039051546391752456,0.007407407407407418,-0.03164413898434504
86.0,0.830159793814433,0.8804793814432988,0.8424074074074073,0.8348148148148148,-0.0503195876288659,0.007592592592592484,-0.04272699503627342
84.0,0.8419690721649484,0.8803350515463917,0.8401157407407407,0.8270601851851851,-0.03836597938144326,0.013055555555555598,-0.025310423825887662
82.0,0.8502474226804125,0.882484536082474,0.8383101851851851,0.8308333333333333,-0.03223711340206148,0.007476851851851762,-0.024760261550209717
