perc,test_r,test_br,test_e,test_be,diff_r,diff_e
90.0,0.8654723127035829,0.9156351791530944,0.9476683937823834,0.9279792746113988,-0.05016286644951151,0.019689119170984593
88.0,0.864169381107492,0.9135179153094463,0.9458549222797927,0.9155440414507771,-0.049348534201954286,0.030310880829015674
86.0,0.8664999999999999,0.91525,0.9165000000000001,0.9244999999999999,-0.04875000000000007,-0.007999999999999785
84.0,0.8702500000000001,0.9174999999999999,0.9125,0.9169999999999998,-0.04724999999999979,-0.0044999999999998375
82.0,0.8685,0.9172499999999999,0.9163333333333332,0.9275,-0.04874999999999985,-0.011166666666666769
80.0,0.8640000000000001,0.9182499999999999,0.9276666666666668,0.9173333333333332,-0.0542499999999998,0.010333333333333528
78.0,0.842696629213483,0.8938202247191012,0.9265206812652069,0.9319951338199515,-0.05112359550561818,-0.005474452554744547
76.0,0.842696629213483,0.8938202247191013,0.92992700729927,0.9279805352798054,-0.05112359550561829,0.001946472019464629
74.0,0.842696629213483,0.8955056179775281,0.9332116788321168,0.9240875912408759,-0.05280898876404516,0.009124087591240837
72.0,0.842696629213483,0.8949438202247192,0.9266423357664232,0.92676399026764,-0.052247191011236205,-0.00012165450121681687
